promoter,gc,rep,cv,cv_smooth,entropy,entropy_smooth,classification
cpxRp2,7,2,3.065781662639784,1.267316374066746,5.4991190687473,6.6489262939470395,1
galEp2,15,3,3.065566907670148,1.8442456349397607,5.0853781475325395,6.005477862216115,2
dicCp,37,1,3.0642965654749648,1.9097027663122186,4.823473277683367,5.8731840142046785,2
galEp2,37,2,3.061675774635158,1.656785317245379,5.3401451030424365,6.288457821538218,2
ybeDp,29,1,3.0612938355998787,2.1947889539543213,4.891855224253194,5.6209755158152515,2
tmaR_predicted,8,2,3.0607709428025087,1.7408444683328768,5.086884628713609,6.09311023607169,2
araBp,14,2,3.060114457546339,1.1165096204711793,5.745316368227341,6.85477301564717,1
galEp1,8,1,3.0599852166520254,1.8787222031200113,4.856534483070733,5.827720732472866,2
ihfAp4,20,1,3.0590215437008212,1.6444768631431266,5.1997416656253534,6.28726456079291,2
fldAp,33,2,3.0587445752892886,1.7374476814455337,4.986237067756419,6.044742417813682,2
dicCp,37,2,3.056082189465425,1.898553794158866,4.846383355248967,5.8929228362036685,2
dicCp,41,2,3.0536550511770093,1.9392085999487338,4.824029812027941,5.858284974336273,2
cpxRp2,37,1,3.0534995616785277,1.2156707892884986,5.604559648188923,6.7523010691593575,1
ftsKp1,13,3,3.0519370981981573,1.6422530715150783,5.160889668251379,6.268610123045833,2
fldAp,4,2,3.050731186596849,1.752638718156548,4.971394096718456,6.022866189115975,2
araBp,21,2,3.050546696517499,1.030903256808056,5.58084425258243,6.892573199406002,1
galEp2,40,2,3.048314699668772,1.5737275250799712,5.271666226490608,6.359466520295921,2
ihfAp4,13,3,3.0467286468661796,1.8938792333023367,5.034839593923728,6.024097374827968,2
galEp2,14,3,3.045668639526081,1.8370490338697727,5.080014197863772,6.002048273499159,2
dicCp,32,1,3.045307421559594,1.9513728685393417,4.814925412009802,5.828158633172215,2
galEp1,35,2,3.045221503187566,1.7962540854910507,5.095385937497739,6.075158160120755,2
galEp1,4,2,3.044571395989625,1.8715549388957984,4.928455924712716,5.907224451945805,2
tolCp4,40,3,3.0429977260468455,1.2830072717109808,5.499508870056735,6.632787037479828,1
ompFp,15,3,3.0427389152870705,1.3560734643840138,5.396664309130731,6.558419008018822,1
ihfAp4,5,2,3.0424739878915203,1.838751450381053,5.072636903298939,6.080364006559266,2
yqjE_yqjK_yqjD_yqjC_predicted,16,1,3.040282075323119,2.0571453022245154,5.024061777602909,5.818765291988087,2
gatYp,7,2,3.04006060125514,1.8068842430514038,4.957248716249177,5.875644749106718,2
dicCp,32,2,3.039130320435095,1.910366325825928,4.869920808323365,5.889217970984365,2
furpb,36,2,3.0384661220260467,1.7409016063094924,5.058105090990395,6.077631503296722,2
ykgRp,7,2,3.03659854404551,1.5608626358915476,5.258632605756385,6.268036057742471,2
dicCp,10,1,3.0354608556598586,1.889156162555581,4.875424727981733,5.915212973901186,2
dicCp,3,1,3.035165373715478,1.893380793536278,4.895324735440686,5.906977772301278,2
ybeDp,30,2,3.0335314313185107,2.098609934455145,5.016649670776932,5.79710669389474,2
tabA_predicted,8,1,3.033362565518534,1.1034908055832904,5.614290111963875,6.817076126736692,1
furpb,32,2,3.0327918875673827,1.7220838532191627,5.141854404685337,6.108420252571877,2
sulAp,23,2,3.032339856076601,1.749108555007172,4.993402597491116,6.000914131869456,2
fldAp,36,2,3.032138123053973,1.932970750895298,4.959393672639555,5.8437096356576905,2
xylAp,14,2,3.031221468303975,1.1132066679524228,5.487396899773741,6.757783267522611,1
araBp,31,1,3.0275748332608856,1.0702355215611226,5.693947420900466,6.877066271997766,1
yahC_predicted,35,2,3.0270788243508937,1.3916725706694415,5.4592004882075695,6.598289738402336,1
araBp,31,3,3.0270401296918084,1.1974258288831203,5.611307435569684,6.749869809548339,1
cpxRp2,34,1,3.026200628442973,1.23040479735634,5.564593617770351,6.700555591099276,1
galEp1,1,1,3.020905244309719,1.7610934676994487,5.171902375274127,6.188134003018439,2
galEp1,7,1,3.020821366364296,1.825708300310287,4.965765518281515,5.918020810575296,2
yahC_predicted,34,1,3.0207702216612202,1.3273669550736236,5.518518947989944,6.653170078197204,1
dicCp,23,1,3.019618028112468,1.873701281652566,4.836892206597547,5.897623568623317,2
mglBp,24,2,3.01860753589305,1.1383459540861665,5.617931081628779,6.762801567312237,1
galEp1,21,1,3.017003406708592,1.812363430774946,5.137549097748899,6.046804701035658,2
dicCp,15,2,3.0167961751927335,1.8153016421825194,4.90711606893835,6.003480876505267,2
ftsKp1,32,2,3.0147700054678,1.7384515533972345,5.079277869324834,6.100652899812815,2
mhpRp1,23,2,3.0144451146840914,1.1387807435419115,5.599790410031292,6.796025524689775,1
dicCp,4,2,3.013515789652134,1.8350963162845388,4.950240925120601,5.972922561018603,2
tolCp4,9,2,3.0116587246722784,1.458370560463448,5.370583927439148,6.374508665575415,1
galEp1,2,2,3.011262114111263,1.7717447690757113,5.166624556406041,6.114823618027071,2
mglBp,9,1,3.010409227613285,1.1115055397178553,5.667794655105332,6.78831822209194,1
furpb,9,2,3.008909517845492,1.5855684535425458,5.244057383534477,6.2729623562335775,2
dicCp,38,3,3.008040043679976,1.8954966343673092,4.8913224103850785,5.913414266440521,2
ompFp,29,2,3.005582258418394,1.6866812106851987,5.268988553882634,6.227235935139177,2
galEp2,6,2,3.004963202837232,1.5627336442619701,5.239724870219125,6.350392604170473,2
ldrDp,10,2,3.003135125462162,1.1587141060012607,5.439213887242708,6.723214493625576,1
dicCp,5,2,3.003129285537017,1.8617066099139903,4.9001798986896645,5.953703408697063,2
pheMp,8,1,3.001572784425206,1.4291300773825006,5.466554783069167,6.4789830511206015,1
tmaR_predicted,24,2,3.0008103149327616,1.3857038396004928,5.385827371591846,6.473584648601454,1
galEp1,2,1,3.000803490271832,1.7709000996686748,5.125468434523209,6.094270462719585,2
furpb,40,3,3.0004692449707173,1.6868256161423927,5.195433054897077,6.159780168378131,2
yahC_predicted,29,1,2.995401330354041,1.4899325145274442,5.425543287544809,6.50561382592652,1
ftsKp1,13,1,2.990762521367939,1.5297251607140496,5.253418588622644,6.344648233872544,2
ybeDp,29,2,2.9905289721687276,2.147719727277968,4.939750592137167,5.650591912143569,2
ihfAp4,8,2,2.98771017651263,1.8368927375617041,5.164895329737426,6.047007472278979,2
hdeAp2,41,2,2.9860140014257572,1.380236002108174,5.554424531072118,6.536321391315495,1
araCp,36,1,2.9854033543427483,1.4473329408339806,5.417660866331692,6.48261863079011,1
araBp,21,1,2.9838599239218206,1.1650651185650585,5.535804431789339,6.783788488762745,1
dicCp,11,1,2.9832699302225176,1.8571589371166317,4.902945986056386,5.9639518831852385,2
galEp1,33,1,2.9828276274910066,1.7122179237788495,5.119177659862905,6.070919751156097,2
galEp2,9,2,2.9819942168771134,1.6290847498620735,5.189504636621097,6.227987006451455,2
dicCp,35,1,2.979867347204298,1.8551402441129827,4.915945173776965,5.984214977083921,2
galEp2,34,2,2.9788853594427307,1.6037817948574986,5.334114493066442,6.374596983497172,2
sulAp,33,1,2.978732889796114,1.809157745270968,4.969819523560786,5.937912965674566,2
dicCp,2,2,2.9773104681285654,1.8416658248217077,4.928306264263618,5.972607929675155,2
galEp2,32,2,2.9764400438630125,1.5984869928637713,5.327617919421502,6.3164246472337755,2
galEp2,40,3,2.97598431323816,1.6474483774927156,5.356434017627125,6.28802438592362,2
dicCp,16,1,2.975819678157143,1.7659987157953807,4.919573701172924,6.051673541557357,2
ompFp,33,2,2.9754729954194565,1.7540162943362563,5.012329983150942,6.00560680747024,2
fldAp,15,2,2.9752850582184283,1.7875770379491631,5.103681720390666,6.070283951775069,2
galEp1,12,2,2.9746515541995766,1.6273285381931066,5.2816573519771595,6.292713795925576,2
fldAp,36,1,2.9733886782928005,1.9335712278581696,5.009459947264885,5.875005085859322,2
dicCp,28,2,2.9731533125707483,1.8075241287918593,4.954314539409538,5.9864001113901075,2
rcsBp1,9,2,2.9724553780396246,1.1207720034252626,5.684840592505505,6.815075337298937,1
elaBp,36,1,2.9721856686021146,1.7061932146785486,5.17284132602442,6.108974641210142,2
galEp2,18,2,2.9720236667095183,1.5987992031258516,5.379070860061654,6.3373576056411265,2
ybiY_ybiW_predicted,25,3,2.971834211241282,1.1013262662356704,5.554428718729255,6.795067204215725,1
dicCp,17,2,2.9715296052703,1.8095285461645558,4.950302756967145,6.013810579568146,2
furpb,3,2,2.971478453652543,1.7193906896103366,5.112337404250727,6.092774031484323,2
tolCp4,33,2,2.97074693425954,1.2042840936243284,5.6344866658548565,6.699048880924641,1
dicCp,12,1,2.969785107092071,1.8422910545103985,4.904666285768251,5.957553699157714,2
yahC_predicted,9,1,2.9692573424233277,1.2030891006322262,5.572517814358641,6.7613576738085985,1
mglBp,21,1,2.9688812943455396,1.1699489547800033,5.556266381215387,6.711301943256676,1
tolCp4,4,2,2.968476764930287,1.1110386700976707,5.5956426225744,6.792325423278851,1
cpxRp2,10,1,2.9680540240012023,1.1536800515521806,5.663930069248523,6.773163230266272,1
fldAp,30,2,2.967582270478759,1.7662852915202913,5.0113346933450025,6.037379775929301,2
galEp1,6,1,2.967103814752248,1.7222702103152563,5.234431373944722,6.260280940559477,2
cpxRp2,34,2,2.966374101950425,1.1432723699059755,5.653873316414567,6.7790575563013595,1
yahC_predicted,36,2,2.9660933956435813,1.2226541260144124,5.619381269758595,6.732902347840912,1
furpb,13,2,2.9648450348965203,1.6800909822090913,5.19335387802567,6.152709865803866,2
ftsKp1,40,2,2.964510701669897,1.735390617403662,5.05394981140409,6.123804353053432,2
araBp,17,2,2.9636472633349733,1.0440096442706939,5.692446130706283,6.883233443392081,1
ybeDp,20,1,2.9629667845116088,2.076175296548609,5.033327009244778,5.801550695943272,2
fldAp,21,2,2.9627586590498027,1.8754899117421595,4.988530832277522,5.924301214498051,2
galEp1,12,1,2.9617471319327024,1.6311936559456854,5.167789167918896,6.248039783260363,2
ompFp,38,3,2.961248475409862,1.844345934291847,4.959397351368115,5.9140490452321135,2
galEp2,35,2,2.9608101709173575,1.7032817090978163,5.365346796410182,6.253119435020038,2
fldAp,28,1,2.959880358093714,1.8053308614759946,5.013956424512932,5.999145251695211,2
hdeAp2,4,2,2.9581176308167305,1.3080097680218659,5.567931654452343,6.622730972349325,1
galEp3,9,2,2.9580517912575073,1.1734073379242789,5.513882845232934,6.709552483333011,1
dicCp,3,2,2.9571217876297617,1.8374761034395335,4.933106205817103,5.947850516728961,2
galEp2,18,1,2.953088957494381,1.6376342196474154,5.3734664961013445,6.3155977361105915,2
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,15,3,2.952598654968056,1.1190000634614137,5.6455094551623315,6.820872232875466,1
mhpRp1,36,2,2.952402919393788,1.1098277041937497,5.6053031526157895,6.819698531062238,1
dicCp,36,2,2.9504476458280435,1.8308864001459133,4.972164792799065,5.977448399538938,2
xylAp,40,3,2.9489463677990395,1.0941399033740786,5.603499463871972,6.7876300353613725,1
ftsKp1,40,1,2.9475392023725724,1.7268097844071997,5.0988715293697,6.096098658459066,2
ldrDp,23,2,2.9472328009295934,1.1187107618945127,5.397347528954769,6.7233056908805375,1
dicCp,1,1,2.9461432997884183,1.8149776697878546,4.943048842731124,5.992350303610675,2
yacH_predicted,23,1,2.94478104193774,1.0980581886003324,5.5254560955810215,6.765068475950471,1
ldrDp,32,2,2.943461231428902,1.0562930321170834,5.441942237089201,6.785052060817242,1
ftsKp1,10,2,2.9426117341492555,1.7695576817633358,5.063791179024001,6.034653352386437,2
dicCp,2,1,2.9417770702496697,1.8483228533230058,4.992947346794354,5.989895260974596,2
galEp1,35,1,2.941695167870658,1.6628340016297787,5.176221435290878,6.211281781115696,2
fldAp,40,1,2.941498744489105,1.7316781410134023,4.995511113581015,6.039890137326154,2
fldAp,33,1,2.941405988936762,1.6954367983066725,5.028352990696613,6.092908877232935,2
araBp,40,1,2.939294844183845,1.036517364367976,5.736105646382166,6.888933878635666,1
gyrAp,40,1,2.9386616394264933,1.856152835067471,5.146294988366754,6.044856634423453,2
ompFp,38,1,2.938372853396084,1.8357581286529492,5.0198794436422425,5.934145946149994,2
furpb,37,2,2.9382051774169287,1.7354404116551119,5.171166643005064,6.087928372330115,2
tolCp2,12,2,2.9365715991234542,1.401270749626281,5.506218369167182,6.476692113066484,1
fldAp,37,2,2.9362129495861113,1.7681277301579503,5.00708305800133,5.997509840882473,2
araCp,36,2,2.9330673160111655,1.3450459122639322,5.438803795535648,6.56369022982209,1
tolCp4,4,3,2.9329934929188006,1.1857517174295151,5.595674952967707,6.7287451311395,1
ftsKp1,40,3,2.9327070631235803,1.71053128089264,5.112844889711664,6.128141365603374,2
galEp1,38,3,2.932599525068057,1.801908061672243,5.099332765914192,6.040666858068098,2
galEp2,10,2,2.9319355968509213,1.6345696575337194,5.365694688636765,6.304602528946001,2
tolCp4,3,1,2.931734027891738,1.2106115449178072,5.615067414166716,6.705347171976397,1
ihfAp4,6,1,2.9311736844737823,1.6549290437883717,5.186615660526734,6.263013930045055,2
ftsKp1,33,2,2.930080854822515,1.7488959945695777,5.044535672623933,6.043176645184165,2
furpa,23,2,2.930059653925353,1.660696312076637,5.268945948909249,6.245485455339437,2
mhpRp1,29,2,2.9287295194279683,1.157221975246072,5.633263971322769,6.792904813952651,1
ompFp,19,3,2.927609014293459,1.8020489016791599,4.94013065218487,5.972053911701351,2
ihfAp4,8,1,2.9258721445914686,1.8344708198252149,5.252124275172482,6.079488458022944,2
sulAp,33,2,2.9257831214857988,1.8053305496154401,5.016652172599613,5.941868500435396,2
ihfAp4,5,1,2.925365006758964,1.6074578614201993,5.326964331962369,6.32289106172081,2
dicCp,39,1,2.92533239085314,1.7055634914546252,5.047692884296382,6.134570239017647,2
fldAp,10,2,2.9248487230695575,1.7647710323882746,5.009622533034641,6.0078209843458055,2
ihfAp4,29,2,2.9239623277314855,1.8990797577356457,5.103119097321834,6.011488787992253,2
furpb,11,2,2.923032568798734,1.7353487468084656,5.134827916680363,6.090100513574542,2
tmaR_predicted,8,1,2.922060763035303,1.7706301553820527,5.095828503434034,6.072125816800632,2
furpb,40,1,2.9217517967872517,1.670245581110464,5.22663121023987,6.159803744335617,2
ompFp,9,1,2.9209062509589026,1.5184753357857435,5.480641207965659,6.409630344273222,2
araBp,33,2,2.91983427384755,1.1552210624254033,5.6186312651282595,6.789828750393976,1
cpxRp2,21,2,2.9187063007034144,1.2861149968213215,5.646818788449538,6.668960115021915,1
ihfAp4,29,1,2.918210133832538,1.8811397745376124,5.129946437431047,6.039343868265661,2
yqjE_yqjK_yqjD_yqjC_predicted,15,3,2.9178104651782686,2.1030890036498784,5.04008386175995,5.740165966849911,2
dicCp,16,2,2.913241572612195,1.7130550393242021,5.029050863024764,6.118437754733441,2
furpa,9,2,2.9131115988678435,1.7013124956157557,5.274664397566027,6.211207068477227,2
furpb,34,1,2.9127420813344678,1.6404364566405456,5.243996415467399,6.172964670246121,2
fldAp,21,1,2.9121804451072624,1.7266239125917766,5.061167536490632,6.081477426274736,2
ihfAp4,9,2,2.91159229382211,1.834655914222555,5.130819693756953,6.034638696876551,2
dicCp,22,3,2.910931564544065,1.8203202159429648,4.969660026533171,6.016219266478123,2
fldAp,6,2,2.9100303738305,1.7810356212529168,5.077243731859008,6.028917538921527,2
fldAp,40,3,2.9099360663066967,1.727915395305659,5.044749823760192,6.04450984145348,2
galEp1,24,2,2.9095562924748424,1.7010591466807303,5.318481519646474,6.215290001076971,2
tisBp,25,1,2.909158464264752,2.0544014495443217,4.992103161362921,5.824681115220552,2
fldAp,18,1,2.909153396121867,1.740143095230847,5.030921732956579,6.0388429975032,2
dicCp,31,3,2.908985464928539,1.8130260741011197,4.984928666603197,5.996419806729637,2
galEp1,39,1,2.9086494419636963,1.7341128218544188,5.092839706069565,6.055656072548478,2
furpb,9,1,2.9067688536791514,1.3389006025243926,5.3595777756416805,6.5107287911485825,1
furpb,10,2,2.9043714165145684,1.6730492193425495,5.2460883993484675,6.161334396561957,2
yahC_predicted,38,3,2.904345860000588,1.3137669687669598,5.529061202367975,6.675707219574152,1
ybeDp,38,1,2.9026379112260394,2.011512289781144,5.063313382164955,5.843414094496671,2
galEp1,25,3,2.9023847103076172,1.9772987209511645,5.13226498558552,5.841427330049709,2
fldAp,10,1,2.9021657649673878,1.728916261656481,5.0581321025757635,6.062312065147623,2
kbpp4,14,3,2.901918500618165,2.1704634423247353,5.0611016013497245,5.735736423596204,2
ihfAp4,7,1,2.9013479661206802,1.7665733763416926,5.172419786712496,6.115850228073576,2
tmaR_predicted,7,1,2.899905780048036,1.386493362390166,5.537469393985186,6.555298342422167,1
xylAp,28,1,2.89931862138708,1.033023630252019,5.6396205086096955,6.847850709905065,1
dicCp,4,3,2.8991288052577806,1.7959404767962643,4.994499887727416,6.021283098157018,2
yahC_predicted,33,1,2.8989808660269127,1.3187416442975102,5.53595654187942,6.65337086217187,1
acrZp,13,2,2.8985018918107017,1.546536958815219,5.240153338802502,6.265096543336719,2
aceBp,38,3,2.897782240591501,1.6603280019909687,5.217650099524371,6.2197116808192,2
galEp2,7,2,2.8974705733229382,1.8106438980756696,5.039661640750757,5.939302120410528,2
acrZp,13,1,2.8969018522422956,1.472332175754253,5.306269827989388,6.361271269907737,2
tolCp2,14,3,2.8961921472234935,1.385208183469108,5.548986551379432,6.575024207223416,1
fldAp,3,1,2.895255894751929,1.7431586712567844,5.022682221587592,6.001178287942263,2
hdeAp2,21,1,2.8941872950805947,1.371304276886095,5.32675382553255,6.531596805042485,1
yqjE_yqjK_yqjD_yqjC_predicted,21,2,2.893323616253602,1.9564316975183433,5.14456156363606,5.9341116093813575,2
xylAp,31,3,2.892509444095166,1.132971027531139,5.561417313678333,6.752751244288435,1
tisBp,25,3,2.891821445607066,2.0552771365260862,4.979922246839281,5.825982528481766,2
galEp1,19,3,2.8898549769786537,1.7400370222400412,5.255198983681147,6.207961797343144,2
dicCp,19,3,2.889740555819926,1.7405585370643761,4.983208110067734,6.076434368603992,2
gyrAp,40,3,2.8893154661498346,1.9175652771225766,5.189015867663039,5.947869379640757,2
yqjE_yqjK_yqjD_yqjC_predicted,21,1,2.889123512701456,1.849292140456874,5.125360111602274,6.022537694928466,2
furpb,23,1,2.88816026567929,1.5889249494954842,5.264181566754457,6.249873091731255,2
ompFp,9,2,2.888061596684989,1.6218206293905308,5.388198296478227,6.317824745922881,2
tisBp,25,2,2.8870858026009225,2.139396544063642,5.072537704954739,5.8475977524208815,2
dicCp,11,2,2.8869851748579105,1.7221400879989013,5.003081166583628,6.114899202158389,2
dicCp,15,3,2.8866297487584207,1.7072667146600353,5.026839225771376,6.082165904021516,2
furpb,41,1,2.885551592746007,1.5943464339086533,5.3026651220209615,6.25143049188994,2
galEp1,4,3,2.8851160550169315,1.8072653283415654,5.039133951627932,5.985725887168531,2
ftsKp1,18,1,2.8851060295774387,1.702414959368336,5.141794851572403,6.130280744523821,2
fldAp,11,2,2.8836799218973175,1.8678713414704222,5.063682688546717,5.9419474368976894,2
dicCp,14,3,2.883570921430641,1.7235398566557913,5.006349640281385,6.071576006462156,2
